scrape_id,query,country,name,category,address,phone,website,email,lat,lng,google_maps_url,rating,reviews_count,hours,approved,notes
"ChIJ433pDuprpw0R4gpPsTSlgo4","mental health clinic Morocco","Morocco","Hôpital Psychiatrique Ar-razi","Psychiatric hospital","Av. Ibn Rochd, Salé, Morocco","+212 5 37 67 64 64","","","34.0370007","-6.8126099","https://www.google.com/maps/search/?api=1&query=H%C3%B4pital%20Psychiatrique%20Ar-razi&query_place_id=ChIJ433pDuprpw0R4gpPsTSlgo4","3.3","60","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJQ6nAkknTpw0RQWbSz5WgWG0","mental health clinic Morocco","Morocco","CLINIQUE VILLA DES LILAS","Mental health clinic","H86X+45R, Bd des Clubs, Casablanca 20250, Morocco","+212 5 22 77 41 70","https://villadeslilas.ma/","","33.5603032","-7.6522823","https://www.google.com/maps/search/?api=1&query=CLINIQUE%20VILLA%20DES%20LILAS&query_place_id=ChIJQ6nAkknTpw0RQWbSz5WgWG0","4.3","379","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJicXjnmqTqBMRahqoQ3zG3BQ","NGO mental health Libya","Libya","مركز رنوة للخدمات النفسية و التربوية(11يوليو 20رمضان)","Mental health service","20th Ramadan Rd, Libya","+218 94-4501715","","","32.8976259","13.2448394","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B1%D9%83%D8%B2%20%D8%B1%D9%86%D9%88%D8%A9%20%D9%84%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9%20%D9%88%20%D8%A7%D9%84%D8%AA%D8%B1%D8%A8%D9%88%D9%8A%D8%A9(11%D9%8A%D9%88%D9%84%D9%8A%D9%88%2020%D8%B1%D9%85%D8%B6%D8%A7%D9%86)&query_place_id=ChIJicXjnmqTqBMRahqoQ3zG3BQ","5","1","[{""day"":""Monday"",""hours"":""9 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 7 PM""},{""day"":""Thursday"",""hours"":""9 AM to 7 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""9 AM to 7 PM""},{""day"":""Sunday"",""hours"":""9 AM to 7 PM""}]","",""
"ChIJUXh0BJn7MIgROEmvnnhCLQI","mental health clinic Morocco","Morocco","Dr. Barry Simon, DO","Child psychiatrist","551 E Washington St, Chagrin Falls, OH 44022","(216) 445-1954","https://my.clevelandclinic.org/staff/4012-barry-simon","","41.4257525","-81.3699553","https://www.google.com/maps/search/?api=1&query=Dr.%20Barry%20Simon%2C%20DO&query_place_id=ChIJUXh0BJn7MIgROEmvnnhCLQI","4.1","13","[{""day"":""Monday"",""hours"":""8 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 5 PM""},{""day"":""Thursday"",""hours"":""8 AM to 5 PM""},{""day"":""Friday"",""hours"":""8 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJwzhEf3zjMIgRXWPC799Gppc","mental health clinic Morocco","Morocco","Cleveland Clinic - Marymount Hospital","Hospital","12300 McCracken Rd, Garfield Heights, OH 44125","(216) 581-0500","https://my.clevelandclinic.org/locations/directions/210-marymount-hospital","","41.4210153","-81.5983036","https://www.google.com/maps/search/?api=1&query=Cleveland%20Clinic%20-%20Marymount%20Hospital&query_place_id=ChIJwzhEf3zjMIgRXWPC799Gppc","2.7","267","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJ54dQooUnMYgRsVRNM-OSQfg","mental health clinic Morocco","Morocco","Cleveland Clinic Akron General Health & Wellness Center & Medical Office Building, Stow","Medical Center","4300 Allen Rd, Stow, OH 44224","(330) 945-9300","https://my.clevelandclinic.org/locations/directions/424-akron-general-health-and-wellness-center-stow--medical-office-building-stow","","41.1850071","-81.4764968","https://www.google.com/maps/search/?api=1&query=Cleveland%20Clinic%20Akron%20General%20Health%20%26%20Wellness%20Center%20%26%20Medical%20Office%20Building%2C%20Stow&query_place_id=ChIJ54dQooUnMYgRsVRNM-OSQfg","3.1","124","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJo_pss4sir4kRD3MhFJX2N5c","psychological counseling center Morocco","Morocco","Pamlico Counseling Center","Mental health service","408 E 11th St, Washington, NC 27889","(252) 975-2027","http://pamlicocounseling.com/","","35.5489697","-77.0412354","https://www.google.com/maps/search/?api=1&query=Pamlico%20Counseling%20Center&query_place_id=ChIJo_pss4sir4kRD3MhFJX2N5c","4.4","7","[{""day"":""Monday"",""hours"":""8 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 7 PM""},{""day"":""Thursday"",""hours"":""8 AM to 7 PM""},{""day"":""Friday"",""hours"":""8 AM to 7 PM""},{""day"":""Saturday"",""hours"":""8 AM to 7 PM""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJ413azI9HhIARNXm3owJ2jao","mental health hotline crisis helpline Morocco","Morocco","Sonoma County Mental Health Access Team","Mental health service","2235 Challenger Way, Santa Rosa, CA 95407","(707) 565-6900","https://sonomacounty.ca.gov/health-and-human-services/health-services/divisions/behavioral-health/services/accessing-mental-health-services","","38.4254363","-122.751917","https://www.google.com/maps/search/?api=1&query=Sonoma%20County%20Mental%20Health%20Access%20Team&query_place_id=ChIJ413azI9HhIARNXm3owJ2jao","2.7","26","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJrxjKxWjNpw0R3AFxtUpNENo","NGO mental health Morocco","Morocco","JOOD association","Non-governmental organization","26 Rue l'Hérault, Casablanca 20250, Morocco","+212 5 22 82 60 83","http://www.jood.ma/","","33.5569478","-7.6145115","https://www.google.com/maps/search/?api=1&query=JOOD%20association&query_place_id=ChIJrxjKxWjNpw0R3AFxtUpNENo","4.9","82","[{""day"":""Monday"",""hours"":""9 AM to 5 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 5 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 5 PM""},{""day"":""Thursday"",""hours"":""9 AM to 5 PM""},{""day"":""Friday"",""hours"":""9 AM to 5 PM""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJU51raPz_kT4RoT519XbwbCo","mental health clinic Oman","Oman","Whispers of Serenity Clinic","Mental health clinic","18 November Street Azaiba Way No. 6848 Villa No. 3086 A، 103, Oman","+968 9935 9779","https://whispers-of-serenity.com/","","23.6004777","58.35517","https://www.google.com/maps/search/?api=1&query=Whispers%20of%20Serenity%20Clinic&query_place_id=ChIJU51raPz_kT4RoT519XbwbCo","4.3","62","[{""day"":""Monday"",""hours"":""9:30 AM to 2 PM, 3 to 8 PM""},{""day"":""Tuesday"",""hours"":""9:30 AM to 2 PM, 3 to 8 PM""},{""day"":""Wednesday"",""hours"":""9:30 AM to 2 PM, 3 to 8 PM""},{""day"":""Thursday"",""hours"":""9:30 AM to 2 PM, 3 to 8 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""9:30 AM to 2 PM, 3 to 8 PM""}]","",""
"ChIJlUQy28j_kT4RjVRTCN-a70A","mental health clinic Oman","Oman","Oasis of Hope Counselling Center","Mental health service","Shatti al Qurum مسقط OM، 112, Oman","+968 9177 9738","http://oasisofhopeoman.com/","","23.6037611","58.448955","https://www.google.com/maps/search/?api=1&query=Oasis%20of%20Hope%20Counselling%20Center&query_place_id=ChIJlUQy28j_kT4RjVRTCN-a70A","4.6","11","[{""day"":""Monday"",""hours"":""10 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 7 PM""},{""day"":""Thursday"",""hours"":""10 AM to 7 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""10 AM to 7 PM""}]","",""
"ChIJI0ChxLT4kT4R0qYGEPMPpms","mental health clinic Oman","Oman","Al Harub Medical Centre مركز الحارب الطبي","Private hospital","Road Sarooj House 2264، Way, 2830 Al Kharjiyah St, Muscat, Oman","+968 24 600750","http://alharubmedical.com/","","23.611443","58.460683","https://www.google.com/maps/search/?api=1&query=Al%20Harub%20Medical%20Centre%20%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%A8%20%D8%A7%D9%84%D8%B7%D8%A8%D9%8A&query_place_id=ChIJI0ChxLT4kT4R0qYGEPMPpms","4.1","58","[{""day"":""Monday"",""hours"":""9 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 7 PM""},{""day"":""Thursday"",""hours"":""9 AM to 7 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""9 AM to 1 PM""},{""day"":""Sunday"",""hours"":""9 AM to 7 PM""}]","",""
"ChIJ4Qhd3nL9jT4RkY9lu1QSnKs","mental health clinic Oman","Oman","SJMC Mind&body Clinic","Psychotherapist","9214 mazoon street السيب‎ OM، 908, Oman","+968 9339 4295","http://www.sjmcoman.net/","","23.6108898","58.2429015","https://www.google.com/maps/search/?api=1&query=SJMC%20Mind%26body%20Clinic&query_place_id=ChIJ4Qhd3nL9jT4RkY9lu1QSnKs","4.4","47","[{""day"":""Monday"",""hours"":""9 AM to 8 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 8 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 8 PM""},{""day"":""Thursday"",""hours"":""9 AM to 8 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""9 AM to 1 PM""},{""day"":""Sunday"",""hours"":""9 AM to 8 PM""}]","",""
"ChIJwypGiIz4kT4RUCQxIPOZ8OI","mental health clinic Oman","Oman","Beautiful Mind Clinic","Psychiatrist","بناية واحة القرم, Sayh Al Malih St, Muscat, Oman","+968 9130 2313","http://beautifulmindoman.com/","","23.6207416","58.5022709","https://www.google.com/maps/search/?api=1&query=Beautiful%20Mind%20Clinic&query_place_id=ChIJwypGiIz4kT4RUCQxIPOZ8OI","4.5","56","[{""day"":""Monday"",""hours"":""4 to 7 PM""},{""day"":""Tuesday"",""hours"":""4 to 7 PM""},{""day"":""Wednesday"",""hours"":""4 to 7 PM""},{""day"":""Thursday"",""hours"":""4 to 7 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""4 to 7 PM""},{""day"":""Sunday"",""hours"":""4 to 7 PM""}]","",""
"ChIJSbuUut8Bjj4RosVphuH5CIw","mental health clinic Oman","Oman","Eunoia Clinic - Mental Health Services ( عيادة يونويا للصحة النفسية)","Mental health service","First Tower - 2nd Floor Way 6829 Al Athaiba, Muscat, Oman","+968 24 121188","https://eunoiaclinic.com/","","23.6015709","58.3501005","https://www.google.com/maps/search/?api=1&query=Eunoia%20Clinic%20-%20Mental%20Health%20Services%20(%20%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9%20%D9%8A%D9%88%D9%86%D9%88%D9%8A%D8%A7%20%D9%84%D9%84%D8%B5%D8%AD%D8%A9%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9)&query_place_id=ChIJSbuUut8Bjj4RosVphuH5CIw","3","4","[{""day"":""Monday"",""hours"":""9:30 AM to 6 PM""},{""day"":""Tuesday"",""hours"":""9:30 AM to 6 PM""},{""day"":""Wednesday"",""hours"":""9:30 AM to 6 PM""},{""day"":""Thursday"",""hours"":""9:30 AM to 6 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""9:30 AM to 6 PM""}]","",""
"ChIJ5bVBOr_9jT4Rv-IaYgYpFtU","mental health clinic Oman","Oman","Top Medical Care / مركز القمة للرعاية الطبية","Mental health clinic","Road No 53, Psychology clinic, Al Khoudh St, Seeb, Oman","+968 9582 8250","https://topmedicsmuscat.com/","","23.6023473","58.1593823","https://www.google.com/maps/search/?api=1&query=Top%20Medical%20Care%20%2F%20%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D9%82%D9%85%D8%A9%20%D9%84%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9&query_place_id=ChIJ5bVBOr_9jT4Rv-IaYgYpFtU","4.3","177","[{""day"":""Monday"",""hours"":""9 AM to 1 PM, 5 to 9 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 1 PM, 5 to 9 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 1 PM, 5 to 9 PM""},{""day"":""Thursday"",""hours"":""9 AM to 1 PM, 5 to 9 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""5 to 9 PM""},{""day"":""Sunday"",""hours"":""9 AM to 1 PM, 5 to 9 PM""}]","",""
"ChIJ_X-gRAD9jT4RnBZxtJqhhmg","mental health clinic Oman","Oman","Al Harub Medical Centre","Mental health clinic","Way No.1958, Building no. 4492, Al Janubiyya, 118, Oman","+968 7150 0095","https://www.alharubmedical.com/","","23.6138465","58.2167879","https://www.google.com/maps/search/?api=1&query=Al%20Harub%20Medical%20Centre&query_place_id=ChIJ_X-gRAD9jT4RnBZxtJqhhmg","5","27","[{""day"":""Monday"",""hours"":""9 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 7 PM""},{""day"":""Thursday"",""hours"":""9 AM to 7 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""9 AM to 1 PM""},{""day"":""Sunday"",""hours"":""9 AM to 7 PM""}]","",""
"ChIJ6-PP1PH5kT4RBkXISAeeqrQ","mental health clinic Oman","Oman","سَعيد للإستشارات النفسية | Sa3eed Health Counseling","Mental health clinic","Al Batenah St, Muscat 112, Oman","","","","23.6194024","58.4973627","https://www.google.com/maps/search/?api=1&query=%D8%B3%D9%8E%D8%B9%D9%8A%D8%AF%20%D9%84%D9%84%D8%A5%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9%20%7C%20Sa3eed%20Health%20Counseling&query_place_id=ChIJ6-PP1PH5kT4RBkXISAeeqrQ","5","1","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJiVauo9H3kT4R5n5jmbisl9s","mental health clinic Oman","Oman","مطرح","Mental health service","HHV5+3HG, 4412 Way, مسقط،، Oman","","","","23.6156431","58.551271","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B1%D8%AD&query_place_id=ChIJiVauo9H3kT4R5n5jmbisl9s","4.8","12","[]","",""
"ChIJz0bXkxUBjj4RuCG9ng480-Y","mental health clinic Oman","Oman","Malath Clinic","Psychiatrist","Street P.B. 579, Muscat 115, Oman","+968 9497 7755","https://www.instagram.com/malathclinic/?hl=ar","","23.5377102","58.3506835","https://www.google.com/maps/search/?api=1&query=Malath%20Clinic&query_place_id=ChIJz0bXkxUBjj4RuCG9ng480-Y","5","7","[{""day"":""Monday"",""hours"":""10 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 7 PM""},{""day"":""Thursday"",""hours"":""10 AM to 7 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""10 AM to 7 PM""}]","",""
"ChIJa6ZS0HXcXKERAdRXgWtHmog","mental health clinic Oman","Oman","ITA International Talent Academy","Mental health service","Commercial Area, Al Wilaj St, Muscat 111, Oman","+968 9807 6565","http://ita.om/","","23.6129797","58.498874","https://www.google.com/maps/search/?api=1&query=ITA%20International%20Talent%20Academy&query_place_id=ChIJa6ZS0HXcXKERAdRXgWtHmog","4.9","53","[{""day"":""Monday"",""hours"":""10 AM to 8 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 8 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 8 PM""},{""day"":""Thursday"",""hours"":""10 AM to 8 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""10 AM to 8 PM""},{""day"":""Sunday"",""hours"":""10 AM to 8 PM""}]","",""
"ChIJ5T_DQUL_kT4RLBK11d6DkWY","mental health clinic Oman","Oman","Muscat Autism Center","Mental health clinic","AL safat st, Al Ghubrah St, 130, Oman","+968 9350 1770","","","23.5949009","58.3878798","https://www.google.com/maps/search/?api=1&query=Muscat%20Autism%20Center&query_place_id=ChIJ5T_DQUL_kT4RLBK11d6DkWY","","","[{""day"":""Monday"",""hours"":""8 AM to 8 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 8 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 8 PM""},{""day"":""Thursday"",""hours"":""8 AM to 8 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""8 AM to 8 PM""}]","",""
"ChIJTSHdP5HZiz4R9SRQZLCQ3bA","mental health clinic Oman","Oman","عيادة الطب النفسي","Psychiatric hospital","6CJG+244, Ibri, Oman","","","","23.2300097","56.4253255","https://www.google.com/maps/search/?api=1&query=%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9%20%D8%A7%D9%84%D8%B7%D8%A8%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A&query_place_id=ChIJTSHdP5HZiz4R9SRQZLCQ3bA","5","1","[{""day"":""Monday"",""hours"":""7 AM to 2 PM""},{""day"":""Tuesday"",""hours"":""7 AM to 2 PM""},{""day"":""Wednesday"",""hours"":""7 AM to 2 PM""},{""day"":""Thursday"",""hours"":""7 AM to 2 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""7 AM to 2 PM""}]","",""
"ChIJNTc1oszpkT4RqW5T-f8vvF4","mental health clinic Oman","Oman","Al Masarra Hospital مستشفى المسرة","Hospital","17, Oman","+968 24 873000","","","23.3367048","58.6013532","https://www.google.com/maps/search/?api=1&query=Al%20Masarra%20Hospital%20%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89%20%D8%A7%D9%84%D9%85%D8%B3%D8%B1%D8%A9&query_place_id=ChIJNTc1oszpkT4RqW5T-f8vvF4","4.3","73","[{""day"":""Monday"",""hours"":""Open 24 hours""},{""day"":""Tuesday"",""hours"":""Open 24 hours""},{""day"":""Wednesday"",""hours"":""Open 24 hours""},{""day"":""Thursday"",""hours"":""Open 24 hours""},{""day"":""Friday"",""hours"":""Open 24 hours""},{""day"":""Saturday"",""hours"":""Open 24 hours""},{""day"":""Sunday"",""hours"":""Open 24 hours""}]","",""
"ChIJb1UUr5grlYAReFRAZ4rPCcM","psychological counseling center Oman","Oman","The Counseling and Psychotherapy Center","Mental health service","156 N J St, Tulare, CA 93274","(559) 788-7777","http://www.cpcamerica.com/","","36.2089058","-119.3472756","https://www.google.com/maps/search/?api=1&query=The%20Counseling%20and%20Psychotherapy%20Center&query_place_id=ChIJb1UUr5grlYAReFRAZ4rPCcM","1","3","[{""day"":""Monday"",""hours"":""7 AM to 9 PM""},{""day"":""Tuesday"",""hours"":""7 AM to 9 PM""},{""day"":""Wednesday"",""hours"":""7 AM to 9 PM""},{""day"":""Thursday"",""hours"":""7 AM to 9 PM""},{""day"":""Friday"",""hours"":""7 AM to 9 PM""},{""day"":""Saturday"",""hours"":""7 AM to 9 PM""},{""day"":""Sunday"",""hours"":""7 AM to 9 PM""}]","",""
"ChIJRVPkEf7DRT4Rz1pmUyRX1jk","psychological counseling center Qatar","Qatar","RyanMCounselling Practice","Mental health service","Doha, Qatar","+974 6667 6495","http://www.ryanmcconnell.co.uk/","","25.2503979","51.4724161","https://www.google.com/maps/search/?api=1&query=RyanMCounselling%20Practice&query_place_id=ChIJRVPkEf7DRT4Rz1pmUyRX1jk","5","7","[{""day"":""Monday"",""hours"":""10 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 7 PM""},{""day"":""Thursday"",""hours"":""10 AM to 7 PM""},{""day"":""Friday"",""hours"":""10 AM to 7 PM""},{""day"":""Saturday"",""hours"":""10 AM to 7 PM""},{""day"":""Sunday"",""hours"":""Closed""}]","",""
"ChIJ_6ipGJbaRT4RlBCeefJgR8Q","psychological counseling center Qatar","Qatar","Dr Aju Abraham Medical Center, Mental Health Clinic & Counselling Centre","Psychologist","Al Mashaf St, Doha, Qatar","+974 4436 5051","https://www.drajusclinic.com/","","25.2676466","51.4926935","https://www.google.com/maps/search/?api=1&query=Dr%20Aju%20Abraham%20Medical%20Center%2C%20Mental%20Health%20Clinic%20%26%20Counselling%20Centre&query_place_id=ChIJ_6ipGJbaRT4RlBCeefJgR8Q","4.4","102","[{""day"":""Monday"",""hours"":""8 AM to 12 PM, 4 to 8 PM""},{""day"":""Tuesday"",""hours"":""8 AM to 12 PM, 4 to 8 PM""},{""day"":""Wednesday"",""hours"":""8 AM to 12 PM, 4 to 8 PM""},{""day"":""Thursday"",""hours"":""8 AM to 12 PM, 4 to 8 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""8 AM to 12 PM, 4 to 8 PM""},{""day"":""Sunday"",""hours"":""8 AM to 12 PM, 4 to 8 PM""}]","",""
"ChIJdxtLQE_QRT4RVIO6RVN1jlU","psychological counseling center Qatar","Qatar","Mind Institute Therapy Clinic","Psychologist","Building No.-72, Zone-56, Street-728, Wadi Lubara Street, Doha, Qatar","+974 3337 7648","http://www.mindinstitutes.com/","","25.218747","51.4873014","https://www.google.com/maps/search/?api=1&query=Mind%20Institute%20Therapy%20Clinic&query_place_id=ChIJdxtLQE_QRT4RVIO6RVN1jlU","4.6","76","[{""day"":""Monday"",""hours"":""10 AM to 6 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 6 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 6 PM""},{""day"":""Thursday"",""hours"":""10 AM to 6 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""10 AM to 6 PM""}]","",""
"ChIJZ9msuDPfRT4RfIEKLM4XXmY","psychological counseling center Qatar","Qatar","Luma Naccache - Psychologist","Psychologist","Umm Shahrain Street, Doha, Qatar","+974 5016 0657","http://www.facebook.com/lumapsychologist/","","25.3815067","51.4241142","https://www.google.com/maps/search/?api=1&query=Luma%20Naccache%20-%20Psychologist&query_place_id=ChIJZ9msuDPfRT4RfIEKLM4XXmY","5","2","[{""day"":""Monday"",""hours"":""10 AM to 7 PM""},{""day"":""Tuesday"",""hours"":""10 AM to 7 PM""},{""day"":""Wednesday"",""hours"":""10 AM to 7 PM""},{""day"":""Thursday"",""hours"":""Closed""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""Closed""},{""day"":""Sunday"",""hours"":""10 AM to 7 PM""}]","",""
"ChIJ5-ptOTHDRT4R_iIYcAhUok0","psychological counseling center Qatar","Qatar","Flourishing Minds Clinic","Medical Center","Unit 805, 8th Floor, Burj Marina Tower Belhaneen Street, Lusail Marina Doha, Lusail, Qatar","+974 4449 6555","https://www.fm.clinic/","","25.3916033","51.5202766","https://www.google.com/maps/search/?api=1&query=Flourishing%20Minds%20Clinic&query_place_id=ChIJ5-ptOTHDRT4R_iIYcAhUok0","4.5","20","[{""day"":""Monday"",""hours"":""9 AM to 6 PM""},{""day"":""Tuesday"",""hours"":""9 AM to 6 PM""},{""day"":""Wednesday"",""hours"":""9 AM to 6 PM""},{""day"":""Thursday"",""hours"":""9 AM to 6 PM""},{""day"":""Friday"",""hours"":""Closed""},{""day"":""Saturday"",""hours"":""9 AM to 6 PM""},{""day"":""Sunday"",""hours"":""9 AM to 6 PM""}]","",""
"ChIJxwZEdCLDQIYRjBzmVkgUjQY","psychological counseling center Qatar","Qatar","Benjamin Behaviour Health","Mental health clinic","1500 S Dairy Ashford Rd, Houston, TX 77077","(832) 813-0004","","","29.7529622","-95.6067839","https://www.google.com/maps/search/?api=1&query=Benjamin%20Behaviour%20Health&query_place_id=ChIJxwZEdCLDQIYRjBzmVkgUjQY","2.9","96","[]","",""
